objname,objtype,de2000,al2000,v,e_v,vopt,e_vopt,vrad,e_vrad,bt,e_bt,type,bar,ring,multiple,compactness,t,e_t,logd25,e_logd25,logr25,e_logr25,pa,incl,logdc,btc,itc,ubtc,bvtc,m21c,hic,mabs,agnclass,kt,e_kt,it,e_it,ut,vt,mfir,e_ut,e_vt
NGC3990,G ,55.458715,11.959879,687.4,22,694.5,30.7,658.1,62.3,13.457,0.049,E-S0,B,,,,-2.7,0.7,1.148,0.036,0.272,0.037,41.39,80.19,1.146,13.373,,0.351,0.84,,,-16.664,,9.581,0.049,,,13.837,12.577,,0.049,0.049
UGC06978,G ,-2.5909169,11.9862024,1543.2,3.1,1544.1,5.3,1541.8,6.9,15.507,0.109,Sm,B,,M,,8.9,1,1.028,0.042,0.43,0.028,123.4,90,1.022,14.594,15.4,,,14.974,0.38,-17.215,,,,15.453,0.619,17.1,,,0.917,
NGC4032,G ,20.0740291,12.0091326,1269.8,2,1271.3,3.3,1268.2,3.4,13.028,0.116,Sm,,,,,9.4,1.7,1.129,0.042,0.104,0.031,178.8,42.83,1.139,12.681,12.393,-0.148,0.494,14.27,1.588,-18.898,,10.506,0.094,12.459,0.125,14.382,12.468,13.156,0.118,0.116
NGC4067,G ,10.8543759,12.069869,2414.9,2.1,2403,50.4,2415,2.8,13.418,0.038,SBb,B,,,,3.1,0.6,1.053,0.099,0.14,0.046,38.29,45.49,1.058,13.079,12.26,,,15.686,2.606,-19.93,,9.93,0.047,12.308,0.098,15.16,,13.241,0.109,
UGC07000,G ,-1.2961195,12.0197471,1487.4,2.7,1486.8,7,1487.7,4.6,14.121,0.025,IB,B,,M,,9.8,0.5,0.938,0.052,0.097,0.025,31.39,41.39,0.949,13.782,12.987,,,15.454,1.672,-17.972,,,,13.057,0.184,14.78,,,0.037,
UGC06992,G ,50.6527977,12.0052522,743.4,3.4,741.9,2.7,755,7.4,14.81,0.242,Sd,,,,,8.1,1,1.133,0.034,0.343,0.022,61.92,78.55,1.127,14.095,13.638,,,,,-16.84,,11.482,0.144,13.676,0.048,15.869,,,0.041,
UGC06988,G ,55.665532,11.9977049,732.3,2.3,732.3,2.3,,,16.211,0.457,I,,,,,9.6,1,1.111,0.044,0.501,0.029,134.93,90,1.098,15.218,15.124,,,,,-15.565,,,,15.153,0.078,16.927,,,0.039,
UGC07110,G ,65.4125513,12.1238755,1427.3,19.6,1427.3,19.6,,,16.632,0.51,Sm,,,,,8.8,0.5,1.02,0.098,0.076,0.057,104.72,36.83,1.025,16.409,15.239,,,,,-15.559,,,,15.275,0.103,17.785,,,0.036,
UGC07189,G ,74.8082222,12.1885167,1683,8.2,1682.5,42.4,1683,12.1,14.724,0.323,SBd,B,,,,8,0.5,1.135,0.045,0.243,0.027,171.67,64.46,1.141,14.108,,,,15.791,1.682,-18.189,,11.357,0.077,,,,,,,
UGC07179,G ,63.9145828,12.182775,2617,2,2616.4,2.5,2622,7.4,14.024,0.286,Sb,,,,,2.5,2.1,1.22,0.075,0.745,0.056,135.49,90,1.197,13.06,12.649,,,16.422,3.363,-20.039,,9.765,0.029,12.681,0.105,15.866,,11.746,0.098,
UGC07176,G ,50.288369,12.1821808,888,5.3,888,60,888,7.6,16.582,0.041,I,,,,,9.7,0.9,1.13,0.05,0.587,0.05,81,90,1.117,15.392,,-0.302,0.629,14.444,-0.948,-15.715,,14.875,0.236,,,16.422,15.792,,0.041,0.041
UGC07267,G ,51.3498452,12.2565733,461.9,1.5,461.6,1.1,472.3,6.5,14.627,0.267,Sd,,,,,8.1,1,1.115,0.057,0.367,0.026,51.82,83.39,1.11,13.851,14.059,,,14.933,1.082,-16.216,,,,14.106,0.112,15.641,,,0.036,
UGC08277,G ,40.8950535,13.1975203,3001.6,1.6,3001.8,2.2,2999,7.4,16.666,0.391,Sc,,,,,5.9,0.5,0.746,0.086,0.554,0.03,76.17,77.43,0.731,15.616,16.008,,,,,-17.742,,,,16.044,0.064,17.696,,,0.266,
UGC08246,G ,34.1809862,13.1679085,808.1,0.7,808.1,1,808.8,3,14.978,0.332,SBc,B,,,,6,0.7,1.393,0.048,0.604,0.043,88.67,79.88,1.373,13.891,13.132,,,14.413,0.523,-17.652,,13.197,0.466,13.151,0.066,,,,,
UGC08261,G ,35.5025655,13.183584,853.8,3.6,87143,9.4,853.8,3.6,16.187,0.325,I,,,M,,9.9,0.5,0.94,0.086,0.26,0.066,96.2,66.76,0.934,15.654,15.553,,,15.195,-0.459,-17.279,,,,15.575,0.217,16.842,,,0.374,
UGC08237,G ,62.3063451,13.1484707,2849.6,37.9,2849.6,37.9,,,13.697,0.276,Sb,B,R,,,3,0.4,0.946,0.097,0.106,0.043,137.03,39.94,0.948,13.451,12.496,,,,,-19.851,,10.093,0.064,12.525,0.072,14.942,,12.525,0.006,
UGC08743,G ,58.6637474,13.8216789,1743.5,7.8,1738.8,5.1,1765,10.9,15.864,0.379,SBcd,B,,,,6.7,0.8,0.906,0.069,0.407,0.026,34.17,68.84,0.895,15.076,14.931,,,16.154,1.078,-17.265,,,,14.957,0.124,16.595,,,0.018,
UGC08795,G ,37.4908056,13.880125,2301.4,4.4,2302,41,2301.4,6.4,15.433,0.322,SBc,B,,,,6,0.8,1.088,0.039,0.436,0.03,1.4,71.02,1.078,14.579,13.504,,,15.292,0.712,-18.301,,11.999,0.092,13.54,0.1,,,,,
UGC08793,G ,38.705161,13.8763757,2434.9,4.1,2437.4,2.3,2423.3,4.9,15.796,0.408,Scd,B,,,,6.7,0.9,0.59,0.085,0.29,0.028,41.35,60.5,0.587,15.177,14.815,,,16.543,1.366,-17.795,,,,14.855,0.152,16.994,,,0.117,
NGC5354,G ,40.302753,13.890758,2579.9,3.1,2579.9,3.1,,,12.339,0.081,S0,,,M,,-2.1,0.7,1.481,0.037,0.42,0.028,174,90,1.47,12.247,,0.473,0.888,,,-20.821,,8.57,0.1,,,12.849,11.379,,0.081,0.081
UGC08799,G ,5.7716873,13.8888428,1046.5,10.7,1046.5,10.7,,,16.368,0.378,I,,,M,,9.8,0.5,0.85,0.058,0.124,0.026,46.01,46.52,0.855,16.025,14.947,,,,,-14.251,,,,14.997,0.087,17.48,,,0.058,
NGC5346,G ,39.5807535,13.8838554,2503.6,2.9,2501.4,3.5,2507.5,4.7,14.712,0.318,SABc,B,,,,5.9,0.7,1.193,0.044,0.386,0.022,160.11,67.99,1.184,13.963,13.212,,,15.861,1.898,-18.928,,11.34,0.244,13.24,0.362,15.753,,,0.111,
PGC049341,G ,40.7960813,13.8878525,1964.8,1.4,1964.8,1.4,,,15.451,0.361,Sd,,,M,,8.1,2.5,1.013,0.098,0.241,0.071,136.94,64.23,1.007,14.969,14.895,,,,,-17.577,,13.676,0.197,14.911,0.05,16.36,,,0.088,
NGC5380,G ,37.6103794,13.9490761,3004,17.2,3143.1,37.8,3000,6.4,13.254,0.066,E-S0,,R,,,-2.8,0.6,1.301,0.034,0.305,0.107,94.59,90,1.293,13.169,,0.389,0.906,15.424,2.255,-20.215,,9.374,0.052,,,13.654,12.294,,0.066,0.066
NGC5378,G ,37.7972197,13.9475025,2985.8,2.4,2985.1,1.4,3000,6.4,13.632,0.294,Sa,B,R,,,1,0.4,1.308,0.033,0.111,0.027,73.36,41.99,1.308,13.433,12.173,,,16.024,2.591,-19.925,,9.832,0.027,12.198,0.07,15.136,,,0.008,
NGC5402,G ,59.8143016,13.9712707,3039,3.3,3021,31.5,3039.3,4.1,14.539,0.321,SBc,B,,,,5,1.4,1.054,0.099,0.6,0.065,166,81.23,1.035,13.482,,,,15.939,2.458,-19.93,,10.941,0.061,,,,,12.885,,
UGC08970,G ,57.974663,14.0469284,1798.6,5.2,1798.6,5.2,,,15.796,0.408,SABd,B,,,,8,0.6,1.04,0.047,0.193,0.024,174.94,57.65,1.039,15.372,14.728,,,,,-17.054,,,,14.757,0.145,16.885,,,0.139,
UGC08985,G ,59.4335487,14.0524473,3010.5,3.5,3010.5,3.5,,,16.096,0.366,SABd,B,,,,7.9,0.9,1.07,0.042,0.486,0.031,128.76,90,1.057,15.136,15.31,,,,,-18.275,,,,15.34,0.108,17.616,,,0.491,
UGC08995,G ,8.8008334,14.0798152,1235.3,1.1,1235.6,1.9,1234.6,2.8,14.734,0.295,SABc,B,,,,7.4,1.5,1.272,0.028,0.4,0.028,0.08,90,1.266,13.892,13.509,,,14.323,0.431,-17.796,,12.828,0.33,13.56,0.377,15.664,,,0.099,
UGC09080,G ,59.35802,14.176639,3064.8,1.3,3064.4,1.6,3070.1,6.7,15.582,0.255,Sc,,,,,5.8,0.5,1.091,0.056,0.768,0.042,40.96,90,1.064,14.23,14.648,,,14.866,0.636,-19.208,,13.231,0.188,14.668,0.068,16.661,,,0.021,
UGC09051,G ,54.9088099,14.1407733,1441.3,3.9,1441.3,3.9,,,16.162,0.489,SABc,B,,,,7,3,0.855,0.061,0.333,0.029,37.27,63.76,0.847,15.502,14.993,,,,,-16.516,,13.825,0.192,15.018,0.097,16.864,,,0.02,
IC0996,G ,57.6299209,14.2894653,3071.6,3.8,3068.8,2.5,3080.7,4.4,14.624,0.266,Sbc,,,,,4.1,0.5,1.13,0.065,0.8,0.049,153.45,90,1.101,13.387,13.725,,,14.702,1.315,-20.051,,11.259,0.11,13.742,0.042,15.752,,13.237,0.121,
NGC5590,G ,35.2049047,14.3606691,3208.8,28.8,3208.8,28.8,,,13.553,0.245,S0,,,,,-2.2,0.8,1.188,0.042,0.048,0.03,137,30.75,1.194,13.433,,,,,,-20.082,,9.673,0.044,,,,,,,
UGC09193,G ,36.7435865,14.3538702,710.5,7,689,60,711,9.4,17,0.354,I,,,,,9.8,0.5,0.941,0.11,0,0.057,,0,0.944,16.966,,,,16.416,-0.55,-13.817,,,,,,,,,,
NGC5582,G ,39.6935867,14.3453099,1436,60,1436,60,,,12.494,0.096,E,,R,,,-4.8,0.6,1.342,0.032,0.196,0.028,24,90,1.343,12.416,,,0.843,,,-19.8,,8.957,0.038,,,,11.624,,,0.096
NGC5624,G ,51.5852897,14.4431268,1922.4,4.4,1923.5,18,1922.3,6.6,14.125,0.297,I,,,,,10,2,1.008,0.1,0.176,0.043,7.09,55.06,1.008,13.716,13.295,,,16.687,2.972,-18.831,,,,13.33,0.211,14.984,13.69,13.705,0.007,0.1
UGC09391,G ,59.3382333,14.5769423,1905.7,2.6,1904.4,2.5,1912.4,5.6,14.877,0.072,Sd,B,,M,D,8.1,0.5,0.98,0.05,0.097,0.035,29.75,41.23,0.98,14.651,14.753,,0.479,15.34,0.689,-18.35,,,,14.773,0.19,16.869,14.357,,0.687,0.072
UGC09661,G ,1.8410998,15.0343126,1242.5,1.5,1242.9,3,1242.1,3.1,14.866,0.298,SBd,B,,M,,8,0.5,1.018,0.042,0.045,0.027,139.16,28.46,1.04,14.523,13.227,,,16.675,2.153,-16.995,,11.694,0.218,13.34,0.194,15.372,,,0.046,
UGC09663,G ,52.5961775,15.0204569,2420.9,5.2,2442.7,24.3,2419.8,5.5,14.952,0.04,IAB,B,,,D,9.7,0.6,1.138,0.089,0.1,0.066,,41.92,1.143,14.675,,-0.452,0.51,15.33,0.655,-18.297,,,,,,14.542,14.382,,0.04,0.04
UGC09657,G ,48.3608536,15.0135315,2541.9,2.5,2542.7,1.4,2529.3,5.7,15.463,0.269,Sd,B,,M,,8.1,0.7,0.873,0.061,0.466,0.034,43.91,90,0.863,14.51,14.556,,,14.724,0.214,-18.392,,12.794,0.143,14.599,0.064,16.16,,,0.008,
UGC09665,G ,48.3197881,15.0256829,2557.6,1.8,2557.2,2.7,2559.1,5,14.684,0.337,Sbc,,,M,,4,0.3,1.229,0.037,0.646,0.025,143.03,90,1.213,13.593,13.045,,,13.847,0.254,-19.315,,10.275,0.031,13.088,0.075,15.858,,12.352,0.147,
UGC09751,G ,1.4377174,15.1828989,1553.8,5.6,1568.2,8,1550.3,3.9,15.901,0.475,Sc,,,,,6.1,0.7,1.09,0.044,0.584,0.03,119.7,78.75,1.085,14.688,15.049,,,16.986,2.298,-17.279,,,,15.133,0.275,17.496,,,0.029,
UGC09741,G ,52.2961601,15.1426405,2481.3,1.9,2481.6,2.3,2474,10.9,14.134,0.305,SBbc,B,R,,,4,1.4,1.025,0.051,0.048,0.024,,27.09,1.033,13.934,13.391,,,17.336,3.402,-19.102,,11.401,0.095,13.437,0.21,15.281,,13.917,0.045,
NGC5876,G ,54.5064656,15.1587724,3254.1,3.3,3253.2,1.3,3276,6.1,13.707,0.303,SBab,B,R,,,1.5,0.6,1.391,0.048,0.328,0.047,48.22,68.09,1.384,13.273,12.051,,,16.165,2.893,-20.293,,9.555,0.055,12.076,0.058,15.253,,,0.1,
UGC09910,G ,31.0533485,15.5791277,1865.4,3.7,1855.4,7.2,1867.4,3.2,15.602,0.087,SABm,B,,,D,8.9,0.7,0.912,0.058,0.163,0.029,23.97,53.07,0.918,15.171,15.748,-0.305,0.143,15.019,-0.152,-17.296,,,,15.804,0.26,16.996,15.382,,0.481,0.087
UGC09917,G ,20.8423914,15.5886344,3027.5,2.2,3026.4,2.6,3031.6,4.9,15.087,0.29,SBbc,B,,,,4.2,2.5,0.969,0.046,0.249,0.024,53.34,57.93,0.988,14.357,13.829,,,15.769,1.412,-19.027,,12.001,0.09,13.962,0.109,15.908,,,0.189,
UGC10334,G ,63.8531508,16.2876726,3109.2,8.5,3127.4,9.7,3102.7,5.8,14.682,0.18,IB,B,,,,9.9,0.4,1.076,0.047,0.4,0.028,149,90,1.068,13.86,,-0.99,0.778,14.744,0.884,-19.63,,13.68,0.1,,,13.506,13.531,,0.061,0.047
NGC6149,G ,19.5971766,16.4567277,2435.5,1.4,2435.5,1.4,,,14.553,0.392,S0,,,,,-2,0.6,1.094,0.039,0.46,0.028,18.18,90,1.11,14.215,12.547,,,,,-18.725,,10.314,0.052,12.679,0.051,15.687,,,0.06,
NGC6168,G ,20.1843875,16.5226413,2523.2,4.1,2548,100,2523.1,5.6,14.609,0.275,Sd,,,,,7.9,0.8,1.217,0.04,0.54,0.028,111,90,1.221,13.35,13.065,,,14.252,0.901,-19.356,,10.64,0.05,13.185,0.13,15.593,,12.481,0.011,
UGC10590,G ,59.7189444,16.8489333,3054,38,3054,38,,,14.059,0.319,SBc,B,R,,,5.9,0.5,0.943,0.05,0.037,0.027,,23.67,0.953,13.859,,,,,,-19.605,,11.223,0.162,,,,,13.582,,
NGC6258,G ,60.5145556,16.87495,3094.5,40.6,3094.5,40.6,,,14.478,0.238,E,,,,,-4.9,0.4,0.938,0.108,0.111,0.057,65.05,58.78,0.947,14.348,,,,,,-19.141,,10.93,0.23,,,,,,,
UGC10736,G ,69.464317,17.1346298,490.7,2.4,490,6,491,3.9,14.862,0.337,SABd,B,,,D,8,0.5,1.481,0.046,0.44,0.058,155.33,90,1.477,13.911,,,,13.56,-0.351,-16.492,,,,,,,,,,
NGC6306,G ,60.7287914,17.1269315,2972,28,2972,28,,,14.517,0.311,SBab,B,,M,,2,0.6,1.119,0.046,0.431,0.03,160.89,76.05,1.111,13.89,13.448,-0.061,0.535,,,-19.521,,10.911,0.12,13.491,0.144,15.629,13.857,11.942,0.021,0.311
NGC6307,G ,60.7508328,17.1279103,3056,31,3056,31,,,13.605,0.156,S0-a,B,R,M,,0,0.6,1.133,0.038,0.12,0.024,152.68,44.6,1.137,13.408,,,,,,-20.056,,9.508,0.049,,,,,,,
IC1254,G ,72.4019766,17.1926196,1205.3,9.4,1283,49,1203.7,7.1,15.105,0.05,Sb,B,,,,3.4,1.5,0.96,0.051,0.23,0.03,38.41,56.53,0.971,14.528,,0.434,1.062,15.249,0.721,-17.226,,11.67,0.085,,,15.655,13.945,,0.05,0.05
UGC10745,G ,61.3504145,17.1695652,3086.9,2.4,3087.3,1.2,3059,10,16.576,0.362,Sd,,,,,8,0.5,0.917,0.112,0.059,0.046,82.43,32.54,0.923,16.362,15.58,,,16.06,-0.303,-17.102,,,,15.623,0.093,18.027,,,0.104,
UGC10854,G ,58.2057171,17.4128864,2818,2.8,2819.1,3.7,2814.2,7.2,15.878,0.374,SABc,B,,,,6,0.4,1.027,0.077,0.332,0.07,91.59,64.1,1.028,15.132,14.917,,,16.179,1.048,-18.253,,,,14.984,0.074,16.654,,,0.023,
UGC10892,G ,74.2578333,17.4844611,1928.2,4.4,1919,60,1928.3,6.2,16,0.5,Sd,,,,,7.5,0.9,1.204,0.047,1.131,0.053,134,90,1.174,13.856,,,,14.629,0.773,-18.729,,,,,,,,,,
NGC6381,G ,60.0140134,17.4546863,3218.1,19.6,3164,18,3231.1,8.8,13.678,0.355,Sc,,,,,5,0.7,1.087,0.037,0.156,0.023,34.09,46.97,1.091,13.282,13.195,,,15.39,2.109,-20.283,,11.397,0.279,13.243,0.098,15.048,,12.752,0.008,
UGC10961,G ,58.7919444,17.7150075,3050,6.6,3050,60,3050,9.4,15.659,0.319,Sc,,,,D,5.9,0.5,0.944,0.049,0.318,0.025,165.98,63.06,0.949,14.899,,,,14.711,-0.188,-18.539,,12.648,0.205,,,,,,,
UGC10968,G ,57.9877822,17.7362354,2855,6.6,2855,60,2855,9.4,16,0.5,SABb,B,,,,4,0.4,0.72,0.092,0.369,0.031,149.41,68.15,0.721,15.226,,,,16.259,1.032,-18.104,,13.305,0.167,,,,,,,
UGC10991,G ,67.3381693,17.7748894,1462.9,2.1,1460,60,1463,3,16.145,0.925,I,,,,,9.9,0.5,0.962,0.077,0.086,0.026,,38.95,0.979,15.769,,,,15.88,0.111,-16.298,,,,,,,,,,
UGC11037,G ,18.2572,17.918131,3127,7.2,3127,60,3127,10.3,16,0.5,Sd,,,,,8,0.5,0.954,0.051,0.53,0.028,52.24,90,0.966,14.673,,,,16.655,1.982,-18.765,,13.399,0.17,,,,,,,
UGC11103,G ,29.5205883,18.0663602,2880,6.6,2880,60,2880,9.4,15.657,0.319,Sbc,,,,,4,0.3,0.955,0.047,0.52,0.028,150.4,78.27,0.963,14.531,,,,16.953,2.421,-18.771,,12.397,0.088,,,,,,,
UGC11263,G ,30.9653667,18.5208333,2945,3.3,2951,60,2945,4.7,16,0.5,Sc,,,,,6,0.4,0.75,0.088,0.08,0.036,63.15,34.29,0.797,15.316,,,,16.019,0.702,-18.042,,,,,,,,,,
IC2513,G ,-32.8828971,9.83356,2870.5,5.2,2829,30,2871.4,4.3,13.3,0.2,Sab,,,,,2.1,0.6,1.53,0.023,0.698,0.023,63,90,1.554,11.969,9.992,,,15.384,3.415,-20.885,,8.508,0.031,10.235,0.071,,,,,
PGC029086,G ,-6.0135652,10.0433569,661.9,1.7,662,5,661.9,2.8,14.5,0.5,Scd,,,,,7.1,0.5,1.483,0.025,0.975,0.023,10.17,90,1.459,12.633,13.732,,,13.643,1.009,-18.145,,13.285,0.199,13.805,0.079,,,,,
ESO428-009,G ,-29.2814116,7.2543326,2236,3.3,2236,7.4,2236,6,15.16,0.2,Sc,,,,,5.2,1.5,1.195,0.039,0.513,0.029,73.25,76.12,1.251,13.474,12.592,,,16.181,2.707,-19.194,,10.786,0.131,12.95,0.077,,,13.837,,
SDSSJ123428.98+640555.8,G ,64.0988696,12.5747155,2367.9,1.9,2367.8,2.8,2369,7.1,17.872,0.5,I,,,,,10,2,0.441,0.26,0.094,0.071,16.91,40.77,0.444,17.632,18.311,,,,,-15.275,,,,18.339,0.596,19.833,,,0.269,
ESO491-015,G ,-27.3686373,7.0118257,2677.8,2.9,2654.1,24,2678.2,2.9,14.318,0.202,SABc,B,,,,5.1,0.5,1.365,0.024,0.749,0.034,63.49,90,1.407,12.323,11.391,,,14.098,1.775,-20.455,,9.716,0.123,11.73,0.104,,,12.539,,
NGC2525,G ,-11.4270204,8.0938946,1581.3,2.4,1591.1,31.9,1581.2,3.2,12.292,0.108,Sc,B,,,,5.1,0.5,1.488,0.023,0.151,0.031,71.69,46.29,1.505,11.771,10.159,-0.019,0.523,14.915,3.144,-19.282,,8.846,0.048,10.27,0.1,12.342,11.47,10.971,0.108,0.115
ESO563-012,G ,-20.7441656,8.694104,1894.7,3.8,1911.2,28,1894.2,4.7,14.26,0.5,Sc,B,R,,,6.2,1.8,1.128,0.035,0.287,0.035,71.75,60.43,1.172,13.15,12.579,,,14.827,1.678,-18.818,,11.334,0.196,12.84,0.081,,,,,
PGC025938,G ,-15.4312026,9.2018686,2059.5,5.6,2072.2,39.2,2059,7.6,15.21,0.5,SBcd,B,,,,7,0.5,1.092,0.042,0.442,0.027,91.33,70.79,1.096,14.183,13.53,,,16.279,2.097,-18.026,,,,13.63,0.077,,,,,
PGC041541,G ,12.838926,12.5359198,201.5,32.4,201.5,32.4,,,17.148,0.029,E,,,,,-5,1,0.658,0.2,0.179,0.066,100.91,90,0.668,17.041,16.101,,,,,,,,,16.147,0.092,18.313,,,0.164,
NGC2921,G ,-20.9202539,9.5754426,2963.8,3.1,2962,30,2963.8,4.5,12.96,0.2,SABa,B,R,,,1.1,0.5,1.457,0.028,0.492,0.025,84.53,90,1.467,12.211,,,,13.824,1.613,-20.996,,9.261,0.056,,,,,13.237,,
ESO434-032,G ,-29.3226257,9.7438576,2406,3.6,2406,9.9,2406,6,14.75,0.2,Sm,,,,,8.6,0.8,1.121,0.039,0.088,0.028,175.76,39.37,1.167,14.064,12.701,,,16.628,2.565,-18.483,,11.108,1.178,12.93,0.081,,,,,
PGC028037,G ,54.8690274,9.773011,1587.1,1.3,1587.1,1.3,,,17.419,0.292,I,,,,,10,2,0.574,0.084,0.177,0.028,68.2,55.2,0.572,17.039,17.037,,,,,-15.028,,,,17.059,0.1,17.891,,,0.062,
NGC2968,G ,31.9287147,9.7200014,1532.5,17.3,1538.6,2,1435,7.9,12.739,0.089,Sa,B,,M,,0.6,3.6,1.394,0.03,0.182,0.026,54.05,53.34,1.394,12.5,10.922,0.585,0.984,15.382,2.883,-19.364,,8.454,0.035,10.959,0.093,15.003,11.729,,0.108,0.081
UGC05299,G ,-0.183261,9.8781145,2926.5,15.4,3081.8,49.9,2923.8,6.7,16.89,0.307,SABd,B,,M,,8.2,0.7,1,0.054,0.75,0.028,149,90,0.989,15.319,,,,15.435,0.116,-17.779,,13.035,0.228,,,,,,,
PGC028759,G ,69.2777057,9.9585567,99,7.5,99.5,42.4,99,10.9,16.8,0.5,I,,,,,10,2,1.255,0.11,0.046,0.1,,28.66,1.288,16.351,,,,13.517,-2.834,-11.571,,,,,,,,,,
NGC3056,G ,-28.2981322,9.9091339,972.4,5.2,950.4,22.7,973.6,5.3,12.584,0.086,S0-a,B,,,,-1.2,0.6,1.356,0.035,0.208,0.028,20.75,60.37,1.386,12.183,,0.209,0.776,13.304,1.121,-18.701,,8.669,0.049,,,12.894,11.697,,0.086,0.037
PGC029431,G ,38.9696503,10.1229715,597,5.4,601,5,587,7.9,15.459,0.322,Sm,,,M,,8.7,2.4,1,0.047,0.476,0.03,1.54,90,0.987,14.524,14.947,,,15.482,0.957,-15.66,,,,14.973,0.112,15.995,,,0.016,
PGC029056,G ,59.2522917,10.0336004,2802.9,3.1,2802.9,3.1,,,15.141,0.369,E-S0,,,,,-3.5,2.1,0.989,0.163,0.142,0.1,149.8,57.38,0.991,15.04,13.693,,,,,-18.177,,11.632,0.105,13.719,0.091,16.081,,,0.045,
UGC05571,G ,52.0654655,10.3284375,669.3,4.6,674.4,3.2,662.1,3.8,16.452,0.587,Sm,,,M,,8.9,0.6,1.014,0.079,0.479,0.027,172,90,0.999,15.526,16.338,,,14.511,-1.015,-14.978,,,,16.358,0.19,18.225,,,0.105,
ESO375-062,G ,-34.3995872,10.5468654,3033,42.8,3033,42.8,,,14.823,0.195,S0,,,,,-1.9,0.6,1.21,0.053,0.827,0.061,173.22,90,1.216,14.425,12.042,,,,,-18.673,,10.46,0.06,12.197,0.085,,,,,
UGC05633,G ,14.7566582,10.4111426,1386,3.3,1391.3,2.9,1382.5,2.4,14.463,0.136,SBd,B,,,D,8,0.5,1.344,0.062,0.183,0.05,175.67,56.06,1.354,13.94,14.32,-0.173,0.584,14.763,0.823,-17.639,,11.28,0.3,14.402,0.153,16.43,13.774,,0.613,0.142
ESO437-067,G ,-32.670993,10.8711299,3185.4,5.9,3150.2,28.8,3186.6,5.3,13.536,0.177,Sab,B,R,,,2,0.4,1.39,0.029,0.285,0.033,113.66,63.35,1.413,12.793,11.458,0.115,0.7,15.513,2.72,-19.131,,9.587,0.079,11.62,0.073,13.776,12.676,13.014,0.177,0.177
UGC05888,G ,56.0913643,10.7960359,1239.6,0.9,1239.7,1.4,1239.2,3.8,15.191,0.243,I,,,M,,9.9,0.4,0.955,0.056,0.23,0.028,66.32,62.77,0.949,14.725,14.795,,,15.306,0.581,-16.914,,,,14.813,0.235,15.866,,,0.209,
PGC040767,G ,13.5661613,12.4485441,-449.6,30.3,-449.6,30.3,,,16.209,0.137,E,,,,,-5,1.2,0.786,0.064,0.209,0.025,82.84,90,0.799,16.083,15.076,0.218,,,,,,14.54,0.1,15.135,0.124,17.105,,,0.329,
NGC3730,G ,-9.8456392,11.5705358,1717.7,3,1718.5,5.6,1716.7,6.2,12.925,0.234,S0-a,B,,,,0.4,1.4,1.108,0.039,0.068,0.027,89.17,33.71,1.12,12.705,11.41,-0.197,0.507,16.342,3.637,-19.263,,9.562,0.055,11.475,0.071,12.755,12.355,11.44,0.234,0.234
PGC038872,G ,12.7411003,12.2012133,2203,3.7,2203,9.7,2203,6.3,17.25,0.172,IAB,B,,,,10,2,0.732,0.283,0.36,0.088,,81.81,0.729,16.464,16.038,,,18.975,2.511,-16.159,,,,16.09,0.1,17.74,,,0.047,
PGC039008,G ,10.3108263,12.2255228,1469.3,10.2,1469.3,10.2,,,14.826,0.386,E,,,,,-4,1.8,0.629,0.224,0.035,0.066,,29.08,0.642,14.708,15.648,,,,,-17.102,,,,15.69,0.945,15.137,,,1.485,
PGC039012,G ,13.0347053,12.2266017,1932,6.6,1933.2,60,1932,9.4,17.846,0.031,I,,,,,10,2,0.412,0.457,0.198,0.088,,58.31,0.416,17.348,17.053,,,,,-14.993,,,,17.11,0.1,18.7,,,0.048,
PGC038947,G ,13.3471382,12.2136466,2350.1,8.3,2350.1,8.3,,,16.837,0.043,E,,,,,-5,1.4,0.659,0.079,0.162,0.029,175.04,83.28,0.675,16.661,15.595,,,,,-16.108,,,,15.657,0.057,18.442,,,0.226,
PGC039089,G ,14.978647,12.2395,-91.8,60,-91.8,60,,,17.652,0.129,E,,,,,-5,2,0.477,0.414,0.08,0.088,,49.61,0.498,17.506,16.515,,,,,,,,,16.58,0.1,19.69,,,0.102,
PGC039108,G ,11.8596142,12.2429819,1366.2,63.9,1366.2,63.9,,,16.595,0.034,E,,,,,-5,1.4,0.931,0.137,0.25,0.067,21.98,90,0.939,16.458,15.588,,,,,-15.181,,,,15.64,0.241,17.426,,,0.334,
PGC039112,G ,9.6898474,12.2435688,1292.1,40.2,1292.1,40.2,,,16.319,0.124,E,,,,,-5,1.4,0.737,0.281,0.12,0.088,,63.37,0.743,16.232,15.27,,,,,-15.286,,,,15.3,0.1,17.07,,,0.04,
PGC039144,G ,11.8641996,12.2496133,1379.6,60,1379.6,60,,,17.288,0.052,E,,,,,-5,1.4,0.727,0.285,0.008,0.088,,15.13,0.746,17.151,16.228,,,,,-14.547,,,,16.28,0.1,18.32,,,0.055,
PGC039164,G ,14.9719181,12.2523756,1152.9,7.6,1152.9,7.6,,,17.218,0.047,E,,,,,-5,1.4,0.557,0.368,0.12,0.088,137.84,63.37,0.578,17.042,16.052,,,,,-14.28,,,,16.122,0.111,18.19,,,0.054,
PGC039292,G ,13.5864167,12.2707254,-158.2,1.6,-158.2,1.6,,,17.335,0.037,I,,,,,10,1.2,0.731,0.194,0.357,0.093,13.61,81.18,0.73,16.537,16.325,,,,,,,,,16.385,0.076,17.971,,,0.228,
