objname,objtype,de2000,al2000,v,e_v,vopt,e_vopt,vrad,e_vrad,bt,e_bt,type,bar,ring,multiple,compactness,t,e_t,logd25,e_logd25,logr25,e_logr25,pa,incl,logdc,btc,itc,ubtc,bvtc,m21c,hic,mabs,agnclass,kt,e_kt,it,e_it,ut,vt,mfir,e_ut,e_vt
UGC08323,G ,34.8813083,13.2468404,858.3,5.3,800.6,27.4,859.1,3.2,14.377,0.137,IB,B,,M,,9.9,0.7,0.933,0.046,0.105,0.019,114.29,43,0.934,14.12,14.5,-0.466,0.462,16.158,2.038,-16.91,,12.055,0.02,14.526,0.077,15.187,14.113,,0.699,0.034
UGC08318,G ,35.38682,13.2418313,2325.9,4,2395,41,2325.6,2.9,15.357,0.319,SBc,B,,,,5.8,0.7,0.951,0.051,0.195,0.026,79.93,51.58,0.948,14.959,13.902,,,14.844,-0.115,-17.945,,13.235,0.163,13.922,0.064,,,,,
UGC08291,G ,21.789573,13.2155435,3149,3,3145.9,8.6,3149.8,4.4,16.818,0.398,I,,,,,9.8,0.5,0.837,0.142,0,0.057,,0,0.846,16.719,15.812,,,16.326,-0.392,-16.693,,,,15.855,0.094,17.883,,,0.065,
NGC5109,G ,57.6448147,13.3478703,2133.6,4,2122,50.4,2133.8,5.6,13.512,0.325,Sc,,,,,6,1.4,1.203,0.07,0.567,0.047,155.25,78.1,1.186,12.468,,,,15.24,2.772,-19.743,,11.32,0.103,,,,,13.105,,
UGC08441,G ,57.821985,13.4247439,1519,8.4,1519,60,1519,12.1,15.197,0.533,IAB,B,,M,D,9.8,0.5,1.355,0.051,0.122,0.06,70,46.21,1.355,14.922,,,,14.726,-0.196,-17.193,,,,,,,,,,
NGC5103,G ,43.083943,13.3416809,1290.2,3.3,1283,50.4,1290.2,4.7,13.431,0.303,S0,B,,M,,-2,1.4,1.201,0.083,0.21,0.048,141.64,63.35,1.202,13.335,11.813,,,16.291,2.956,-18.419,,9.529,0.047,11.847,0.1,,,,,
UGC08684,G ,60.7769092,13.7044538,2200.6,4.1,2204.3,2.8,2193,4.1,14.509,0.292,Sc,,,,,5.9,0.5,1.053,0.056,0.37,0.028,29.68,66.85,1.045,13.776,13.236,,,15.997,2.222,-18.494,,10.721,0.094,13.27,0.13,15.765,,,0.143,
UGC08714,G ,60.3708654,13.7747906,2050.1,6.7,2053.5,23.8,2049.5,10.2,15.868,0.724,IAB,B,,,,9.9,0.4,1.032,0.051,0.076,0.031,155,36.67,1.035,15.657,14.188,,,16.108,0.451,-17.004,,,,14.218,0.095,16.447,,,0.025,
NGC5342,G ,59.8637584,13.8571814,2214.9,39.7,2214.9,39.7,,,14.275,0.298,S0,B,,,,-2,0.4,0.963,0.109,0.487,0.063,153.67,90,0.95,14.188,12.605,,,,,-18.617,,10.192,0.06,12.628,0.071,15.628,,,0.008,
UGC08760,G ,38.0211092,13.8475438,190.7,1.9,193.4,5.1,189.9,2.6,14.493,0.106,IB,B,,,D,9.8,0.9,1.319,0.048,0.556,0.049,32.88,90,1.303,13.394,14.465,-0.247,0.131,14.354,0.961,-14.191,,,,14.497,0.286,15.532,14.207,,0.198,0.042
UGC08859,G ,59.6205873,13.9266449,1671,152.2,1610.2,2.1,2432,7.5,16.236,0.441,Sm,B,R,,,8.8,0.7,0.952,0.053,0.296,0.031,155.82,71.62,0.945,15.633,15.092,,,15.207,-0.426,-16.665,,,,15.117,0.126,16.902,,,0.035,
IC4336,G ,39.7068079,13.8453825,2541.9,3.2,2540.6,1.8,2555.1,5.7,14.764,0.096,Sb,B,,,,3.1,0.5,1.137,0.037,0.529,0.026,155.38,80.92,1.123,13.929,13.077,,0.627,16.564,2.635,-19.107,,10.707,0.171,13.112,0.069,15.82,14.004,13.522,0.134,0.096
UGC08851,G ,39.7162719,13.9272719,1693.2,5.5,1686.7,7,1698.9,6.6,16.304,0.404,Sd,B,,,,7.9,0.9,1.06,0.077,0.372,0.053,,84.86,1.051,15.559,15.402,,,15.239,-0.319,-16.695,,,,15.43,0.071,17.301,,,0.082,
NGC5486,G ,55.1030125,14.1236026,1381.8,9.8,1320.3,23.1,1384.5,4.9,14.01,0.304,SABm,B,,M,,8.7,0.6,1.132,0.038,0.218,0.025,69.1,61.06,1.132,13.522,13.404,,,14.756,1.234,-18.394,,11.966,0.116,13.442,0.099,15.21,,,0.009,
UGC09151,G ,58.7095256,14.288006,3079,2.9,3080.1,2.5,3068.6,8.1,15.986,0.354,SABm,B,,,,8.7,1,0.985,0.048,0.339,0.029,132.33,78,0.976,15.31,15.278,,,15.552,0.243,-18.154,,,,15.299,0.084,17.152,,,0.067,
UGC09113,G ,35.4236103,14.2374363,3183,2.8,3185,3.2,3179.1,4.6,15.453,0.376,Sb,,,,,3.2,2.1,1.18,0.039,0.517,0.027,57.6,79.95,1.169,14.603,13.651,,,14.48,-0.123,-18.887,,11.137,0.094,13.696,0.176,16.72,,13.105,0.12,
NGC5544,G ,36.5715709,14.2840358,3044.8,4.2,3043.8,1.3,3076.7,7.3,13.893,0.569,S0-a,B,R,M,,0.4,0.6,1.011,0.092,0.028,0.045,,21.97,1.015,13.769,12.862,,,15.959,2.19,-19.643,,,,12.888,0.066,15.677,,,0.007,
NGC5526,G ,57.7714231,14.2315734,2051,7,2057.3,3.3,2036.3,5.1,14.237,0.262,Sbc,,,M,,4.1,0.5,1.043,0.047,0.56,0.028,134.92,80.7,1.026,13.311,12.941,,,15.804,2.493,-19.033,,10.337,0.041,12.963,0.204,15.376,,12.181,0.065,
UGC09235,G ,35.2671591,14.4117057,2995.9,2.3,2995.9,2.3,8547.4,7.8,15.221,0.343,Sa,B,,,,1.1,0.5,0.962,0.044,0.304,0.027,70.47,66.69,0.96,14.809,13.537,,,17.257,2.448,-18.549,,11.314,0.133,13.583,0.045,16.237,,,0.054,
NGC5795,G ,49.3990864,14.9387706,2348.5,2.1,2348,1,2365.5,6.1,14.668,0.318,Sc,,,,,4.6,1.3,0.89,0.056,0.37,0.028,63.2,67.73,0.883,13.962,,,,15.618,1.655,-18.977,,9.901,0.028,,,,,11.897,,
NGC5900,G ,42.2095269,15.2514258,2494.2,5.7,2496.2,1.9,2464.4,7.4,14.666,0.393,Sb,,,,,3,0.4,1.172,0.039,0.442,0.027,129.87,74.74,1.165,13.919,12.335,,,14.327,0.407,-19.512,,9.458,0.039,12.384,0.334,16.669,,10.856,0.035,
UGC09857,G ,41.7252404,15.442048,2339.8,3.9,2338.7,1.5,2364,7,15.856,0.382,I,B,,M,,9.9,0.4,0.95,0.066,0.459,0.03,138.77,90,0.942,14.896,15.22,,,14.743,-0.154,-18.011,,,,15.267,0.141,16.718,,,0.016,
NGC5950,G ,40.4300635,15.5252216,2615.1,4.5,2617.3,2.2,2598,6.2,14.555,0.321,SBb,B,R,M,,3.2,0.6,1.098,0.044,0.299,0.024,37.84,63.33,1.097,13.978,13.24,,,15.663,1.685,-18.927,,11.154,0.209,13.292,0.078,15.69,,13.527,0.304,
UGC10140,G ,18.721112,16.0304496,2625.4,3.8,2613.9,8.3,2627.2,3.3,17.576,0.426,I,,,,,9.8,0.5,0.869,0.093,0.034,0.074,,24.74,0.897,17.198,16.444,,,16.474,-0.725,-15.9,,,,16.582,0.241,18.182,,,0.051,
UGC10058,G ,25.9225928,15.8400444,2147.2,1.7,2165.7,806.4,2147.2,2.5,17.007,0.354,Sm,B,,,,8.7,0.5,0.96,0.098,0.12,0.047,51.36,45.84,0.978,16.541,15.788,,,15.264,-1.277,-17.023,,,,15.893,0.093,17.446,,,0.035,
UGC10194,G ,63.7129334,16.0677178,869.6,3.9,869,60,869.6,5.5,16,0.5,Scd,,,,,6.8,0.6,1.193,0.031,0.838,0.028,49.6,90,1.167,14.456,,,,14.564,0.108,-17.646,,,,,,,,,,
UGC10175,G ,30.7147854,16.0771397,802.6,5.3,798.8,2.2,816,4.2,15.724,0.295,I,B,,M,,9.7,1,0.996,0.045,0.348,0.025,30.29,79.44,0.994,14.942,15.109,,,15.468,0.526,-16.088,,,,15.169,0.061,16.848,,,0.018,
UGC10229,G ,-0.1151517,16.1622088,1505.7,1.6,1504.6,2.6,1507,2.9,17.28,0.484,I,,,,,9.9,0.4,0.904,0.055,0.473,0.037,8.79,90,0.933,15.885,16.233,,,14.485,-1.4,-16.031,,,,16.461,0.66,18.363,,,0.234,
UGC10247,G ,60.0884726,16.1571556,2995,8.4,2995,60,2995,12.1,15.514,0.278,Sm,B,R,,,8.8,0.9,0.943,0.049,0.167,0.026,60.44,53.77,0.941,15.149,14.554,,,15.486,0.337,-18.262,,,,14.576,0.1,16.489,,,0.021,
UGC11113,G ,23.2725199,18.0919402,2335.5,4.9,2332,60,2335.6,7,15.631,0.322,Scd,B,,,D,7,0.5,1.1,0.043,0.33,0.028,51,63.53,1.134,14.532,,,,15.169,0.637,-18.342,,13.04,0.1,,,,,,,
UGC11123,G ,28.4873005,18.1272261,2694.8,3.4,2694.3,10,2695,5.5,15.37,0.318,Sd,,,M,,8,0.5,0.883,0.057,0.23,0.028,83.38,62.77,0.905,14.616,,,,16.234,1.618,-18.543,,,,,,,,,,
UGC03647,G ,56.5202379,7.0807342,1385.5,2,1385,60,1385.5,2.8,14.73,0.125,I,B,,,,9.9,0.4,1.028,0.046,0.24,0.028,35.76,64.13,1.042,14.023,,-0.311,0.293,14.645,0.622,-17.731,,,,,,14.51,14.31,,0.125,0.125
UGC03680,G ,52.903099,7.13466,3116,8.4,3116,60,3116,12.1,17,0.5,I,,,,,10,0.5,1.11,0.079,0.635,0.051,51,90,1.113,15.526,,,,14.627,-0.9,-17.858,,,,,,,,,,
UGC03690,G ,53.445599,7.1519,3144.2,3.9,3144,60,3144.2,5.5,15.641,0.254,IAB,B,R,,,9.9,0.4,1.04,0.135,0,0.057,,0,1.076,15.262,,-0.259,0.425,16.035,0.773,-18.123,,,,,,15.764,15.303,,0.102,0.059
UGC03722,G ,54.3767162,7.1905978,3155.3,7.4,3150,17,3158,12.1,17,0.5,Sd,,,,,8,0.5,0.867,0.133,0.507,0.061,158,90,0.874,15.772,,,,15.532,-0.24,-17.639,,,,,,,,,,
UGC03853,G ,48.4458926,7.4609107,935.3,2.4,936,4,934,5.7,17,0.5,Sc,,,,,6.1,0.6,0.943,0.069,0.945,0.048,14.5,90,0.949,14.942,,,,,,-16.009,,,,,,,,,,
UGC03845,G ,47.0939444,7.4451944,3033,2.1,3034,3.6,3031.9,4,13.522,0.323,Sbc,B,,,,3.7,0.6,1.145,0.037,0.16,0.023,1.98,48.02,1.164,12.983,,,,15.618,2.636,-20.554,,10.915,0.219,,,,,13.452,,
UGC03881,G ,49.5197778,7.5050528,3061.1,6.2,3059,60,3061.2,8.8,15.587,0.317,Sd,,,,D,8,0.5,0.787,0.082,0.155,0.032,101.1,51.79,0.816,14.925,,,,15.49,0.565,-18.406,,12.728,0.107,,,,,,,
UGC03855,G ,58.5067222,7.470275,3165,9.8,3089,37.6,3167,6.1,14.1,0.328,Sab,,,,,2,0.3,1.272,0.068,0.647,0.051,54.66,90,1.272,13.096,,,,15.944,2.848,-20.341,,9.157,0.017,,,,,,,
UGC03960,G ,23.2749997,7.6729843,2255.6,1.8,2255.6,1.8,,,14.764,0.341,E,,,,,-4.8,0.7,1.101,0.04,0.152,0.029,46.72,72.39,1.127,14.528,12.884,,,,,-18.057,,10.872,0.161,12.973,0.089,15.712,,,0.094,
UGC04153,G ,61.405399,8.02425,1755.3,8.4,1747,42.5,1756,12.1,16.5,0.5,SBd,B,,,,8,0.5,0.891,0.119,0.139,0.054,45,49.08,0.914,15.94,,,,15.062,-0.878,-16.313,,,,,,,,,,
UGC04204,G ,55.9501385,8.090213,2979,8.4,2979,60,2979,12.1,17,0.5,IAB,B,,,,9.6,0.8,0.41,0.11,0.154,0.027,134.95,51.71,0.426,16.479,,,,16.322,-0.157,-16.823,,,,,,,,,,
UGC04358,G ,-0.4189649,8.3572289,1813.1,3.1,1808,60,1813.1,4.4,16.063,0.359,I,,,M,,10,2,0.931,0.044,0.505,0.027,95.57,90,0.929,14.934,15.396,,,11.584,-3.35,-17.034,,,,15.481,0.165,16.551,,,0.011,
UGC04556,G ,41.7167123,8.7375116,1788.6,24.1,1788.6,24.1,,,14.351,0.526,Sd,,,,,7.8,2.2,0.913,0.098,0.445,0.049,19.28,90,0.907,13.411,14.493,,,,,-18.797,,13.19,0.08,14.549,0.074,15.506,,,0.01,
NGC2690,G ,-2.6031113,8.8772265,1978.6,114.3,1619.6,29.3,2051,13.2,13.939,0.256,Sab,,,,,2,0.3,1.23,0.057,0.641,0.058,19.98,90,1.213,13.135,11.879,,,,,-19.073,,9.673,0.056,11.924,0.239,,,,,
NGC2684,G ,49.1603995,8.9150147,2882,4.8,2883.7,2.9,2860,10.3,13.7,0.135,SABb,B,,,,4,1.7,1.042,0.048,0.12,0.025,48.67,42.03,1.047,13.372,12.69,-0.251,0.623,16.739,3.367,-19.845,,10.403,0.057,12.74,0.042,14.952,13.01,12.787,0.069,0.135
UGC04878,G ,31.401588,9.257453,1881.9,2,1882.8,1.3,1874.4,3.8,16.144,0.422,Sm,B,,M,,9,0.5,1.195,0.07,0.428,0.064,27.57,90,1.185,15.271,15.662,,,14.551,-0.72,-17.027,,,,15.698,0.154,17.188,,,0.584,
UGC04868,G ,48.593898,9.247691,2786.2,4.3,2785.9,7,2787,12.1,16.35,0.384,Sm,B,,,,8.8,0.9,0.724,0.097,0.31,0.028,36.96,73.57,0.718,15.698,15.421,,,15.816,0.118,-17.461,,,,15.454,0.103,16.648,,,0.02,
NGC2793,G ,34.4316846,9.2796176,1684.1,3.3,1671.1,21.9,1684.5,4,13.39,0.551,Sm,B,,M,,8.7,0.9,1.048,0.054,0.079,0.033,,37.4,1.051,13.169,,,,15.399,2.23,-18.898,,,,,,,,13.325,,
UGC04902,G ,25.4292226,9.2848044,1655.9,5.8,1652.2,1.6,1673.4,3.4,13.926,0.24,S0-a,B,,,,-1,2.4,1.13,0.038,0.275,0.027,155.69,69.27,1.133,13.756,12.857,,,17.113,3.357,-18.212,,10.999,0.123,12.921,0.063,14.908,,13.104,0.052,
UGC04922,G ,47.8723535,9.3101596,1993.3,3.1,1998.9,6.6,1991.6,3.6,13.94,0.283,SABm,B,,M,D,8.7,0.8,1.17,0.04,0.425,0.03,58.93,90,1.162,13.063,14.143,,,13.972,0.909,-19.639,,13.921,0.424,14.184,0.21,16.522,,,0.166,
NGC2853,G ,40.2000823,9.3881506,1782,3.4,1783.1,3.6,1772,10.9,14.441,0.169,S0-a,B,R,,,-0.7,1.8,1.222,0.062,0.238,0.046,24.73,63.05,1.219,14.342,13.551,,,15.831,1.489,-17.866,,11.431,0.098,13.583,0.043,15.92,,,0.149,
NGC2852,G ,40.1638436,9.3873819,1781.7,4.5,1787.7,19.4,1781,6.4,14.134,0.057,SABa,B,R,,C,0.8,1.2,0.972,0.094,0.023,0.043,,19.66,0.977,14.028,,,,15.588,1.561,-18.181,,10.153,0.07,,,,,,,
NGC2854,G ,49.2043374,9.4008513,2781.9,11.1,2789.7,2.8,2750.9,5.5,13.764,0.278,SBb,B,,,,3.1,0.4,1.106,0.048,0.356,0.029,52.01,68.23,1.099,13.154,12.4,,,15.635,2.481,-20.005,,10.112,0.033,12.435,0.268,15.116,,,0.021,
NGC2856,G ,49.24915,9.4044445,2692.1,2.4,2692.4,3.7,2691,7.4,13.835,0.272,SBbc,B,,,,3.8,1.6,1.088,0.042,0.328,0.025,132.12,65.27,1.083,13.227,12.34,,,15.62,2.393,-19.871,,9.727,0.03,12.375,0.187,15.039,13.26,11.306,0.235,0.1
UGC05052,G ,73.8105833,9.5205333,3113.1,5.4,3089,31,3114,6.2,14.141,0.321,SBa,B,,,,1.1,0.7,1.044,0.059,0.1,0.026,124.42,39.98,1.051,13.888,,,,16.349,2.461,-19.55,,10.434,0.205,,,,,12.886,,
UGC05110,G ,73.3846596,9.622356,2135,4,2137,60,2135,5.6,15.617,0.317,IAB,B,,,D,9.9,0.5,0.62,0.081,0.025,0.027,,21.25,0.631,15.441,,,,15.787,0.347,-17.257,,,,,,,,,,
UGC05260,G ,64.4881076,9.8433621,3075,3.5,3075,3.5,,,15.775,0.33,Sbc,,,M,,4,0.3,1.049,0.083,0.713,0.066,62.87,90,1.054,14.329,14.085,,,,,-19.082,,11.567,0.059,14.246,0.049,16.926,,,0.2,
UGC05409,G ,10.7459807,10.0509632,3008.6,2.3,3011.5,3.6,3006.7,3,15.098,0.368,SBc,B,,,,5.3,1.3,1.047,0.042,0.499,0.028,166.71,75.19,1.04,14.099,14.374,,,15.379,1.281,-19.119,,12.234,0.293,14.435,0.061,16.547,,,0.381,
UGC05394,G ,36.4987319,10.0299701,1431.2,1.5,1430.7,2.2,1433,4.4,16.311,0.401,Sc,,,,,6.3,1,0.932,0.063,0.49,0.028,56.49,73.88,0.919,15.381,15.389,,,15.293,-0.088,-16.429,,,,15.417,0.25,16.801,,,0.021,
UGC05421,G ,55.311368,10.0782547,1113,1.2,1113.1,1.8,1112.6,4.5,16.453,0.357,Sd,,,,,8.1,0.8,1.25,0.042,0.747,0.049,170.53,90,1.224,15.069,16.456,,,15.005,-0.064,-16.385,,,,16.47,0.339,16.574,,,0.02,
UGC05391,G ,37.247692,10.0281,1569.1,5.1,1588.3,28.2,1568.3,6.1,14.795,0.328,SBm,B,,,,8.9,0.5,1.298,0.031,0.555,0.02,168.26,90,1.282,13.706,,,,13.903,0.197,-18.262,,13.65,0.1,,,,,,,
NGC3155,G ,74.3473859,10.2944127,2944,1.2,2944,2.1,2944,3.6,13.834,0.322,Sbc,,,,,3.5,1.5,1.082,0.043,0.279,0.027,36.6,61.27,1.084,13.25,12.659,,,15.215,1.965,-20.131,,10.908,0.118,12.72,0.1,,,13.647,,
NGC3348,G ,72.8396667,10.7861083,2827.5,47.1,2827.5,47.1,,,11.936,0.242,E,,,,,-4.8,0.4,1.328,0.079,0,0.057,,0,1.379,11.573,,0.408,0.921,,,-21.702,,7.997,0.043,,,12.406,10.916,,0.242,0.242
UGC05658,G ,71.237,10.46255,1126.2,5.3,1142,60,1126,7.3,17,0.5,I,,,,,9.8,0.5,0.932,0.085,0.266,0.055,95,67.62,0.953,16.162,,,,17.162,1.001,-15.356,,,,,,,,,,
UGC05626,G ,57.3924998,10.4077624,2538.6,0.9,2538.6,1.1,2539,12.1,15.413,0.492,I,,,M,,9.7,0.9,0.942,0.05,0.582,0.028,50.17,90,0.925,14.274,15.376,-0.445,0.13,14.486,0.212,-18.731,,,,15.403,0.375,15.912,14.706,,0.877,0.024
UGC06271,G ,30.3141689,11.2436701,2001.3,2.4,2003,3,1998.2,4,14.599,0.291,SABa,B,,,,1.1,0.5,1.085,0.043,0.421,0.027,51.05,78.18,1.074,14.152,13.477,,,16.159,2.007,-18.33,,11.129,0.075,13.506,0.066,15.725,,13.455,0.087,
UGC06249,G ,59.9079749,11.2223976,1059.4,1.2,1059.5,1.8,1059.4,4.7,14.586,0.33,Sc,,,,D,6.1,0.6,1.19,0.07,0.016,0.048,,15.89,1.194,14.504,13.897,-0.163,0.471,14.719,0.214,-16.885,,,,13.918,0.1,15.341,13.697,,1.057,0.02
UGC06344,G ,57.7417427,11.3397808,1954.4,16.4,2090.1,38.4,1950.7,6.3,16.964,0.355,SBm,B,,,,9,1,1.005,0.076,0.11,0.074,63.13,44,1.006,16.701,16.306,,,15.314,-1.387,-15.806,,,,16.33,0.149,18.017,,,0.078,
UGC06335,G ,59.2805112,11.3294053,2925.5,3.2,2919.5,6.7,2927.2,3.6,14.914,0.316,Sc,,,,D,6,0.5,1.199,0.063,0.03,0.049,,21.28,1.201,14.811,14.229,,,15.241,0.43,-18.492,,13.616,0.364,14.246,0.181,16.014,,,0.293,
UGC06412,G ,58.5806818,11.4029783,2031.8,10.6,2039.6,5.5,2006,10,16.798,0.407,Sd,,,,,8,0.5,0.824,0.062,0.31,0.036,109.93,73.58,0.817,16.174,15.817,,,16.317,0.143,-16.412,,,,15.841,0.085,17.816,,,0.206,
UGC06369,G ,57.7684448,11.3576034,1918.3,4.2,1918.3,4.2,,,16.659,0.491,SABm,B,,,,8.7,0.5,0.94,0.089,0.032,0.049,,23.98,0.943,16.556,15.769,,,,,-15.951,,,,15.787,0.141,17.478,,,0.146,
NGC3674,G ,57.0483164,11.4407224,2119,19,2119,19,,,13.012,0.325,S0,,,,,-1.9,0.4,1.202,0.083,0.531,0.058,32,90,1.187,12.921,,,,,,-19.74,,9.427,0.044,,,,,,,
NGC3694,G ,35.4139527,11.4817003,2250.8,13.1,2256.7,3.5,2194,10.9,13.561,0.28,E,,R,,,-4,2,0.999,0.095,0.105,0.047,116.15,51.02,1.009,13.431,12.669,,,18.216,4.785,-19.303,,10.421,0.044,12.711,0.051,14.985,,13.838,0.053,
PGC035325,G ,58.5784514,11.4742514,3111,60,3111,60,,,,,E,,,,,-5,3,,,,,51,,,,,,,,,,,12.975,0.122,,,,,,,
UGC06509,G ,23.1149552,11.5228357,2892.7,5.1,2890.2,1.1,2913,3.1,15.51,0.084,Scd,,,,,6.6,0.7,1.04,0.046,0.766,0.033,79.61,87.77,1.017,14.09,14.787,0.012,0.501,15.195,1.104,-19.059,,,,14.821,0.27,16.312,14.83,,0.088,0.084
UGC06534,G ,63.280075,11.5557377,1257.3,9.9,1244.3,3.3,1272,3.5,13.346,0.38,Scd,,,,,6.6,0.9,1.366,0.041,0.562,0.043,60.46,77.27,1.354,12.243,12.902,,,14.74,2.496,-18.972,,11.759,0.253,12.949,0.349,14.688,,13.37,0.223,
UGC06538,G ,49.2848758,11.5546877,3086.9,0.9,3086.9,1.3,3086.5,6.1,15.876,0.687,SABc,B,,,,7,2,0.96,0.102,0,0.047,,0,0.967,15.789,15.618,,,15.568,-0.221,-17.622,,,,15.651,0.103,17.044,,,0.104,
UGC06575,G ,58.1908545,11.6073574,1212.9,2.2,1210.9,2.7,1215.6,3.2,14.206,0.276,Sc,,,,,5.9,0.7,1.254,0.028,0.515,0.032,179.34,75.46,1.24,13.244,13.204,,,14.539,1.295,-19.331,,11.691,0.279,13.232,0.146,14.905,,,0.082,
UGC06566,G ,58.1924998,11.5954815,1254.9,22.4,1364.6,23.6,1246.2,6.7,16.271,0.421,SBm,B,R,,,8.8,0.5,1.018,0.086,0.115,0.056,109.05,44.82,1.018,16.006,27.136,,,15.223,-0.783,-15.691,,,,27.159,2.798,21.085,,,0.113,
NGC3794,G ,56.2022045,11.6816811,1383,3.2,15681,5.6,1383,3.2,13.893,0.419,SABc,B,,M,,6.4,0.8,1.308,0.026,0.258,0.028,118.43,57.78,1.303,13.37,12.819,,,14.545,1.175,-18.255,,11.169,0.255,12.844,0.843,15.365,13.01,13.377,0.01,0.1
UGC06570,G ,35.3352489,11.5972141,1610.5,1.7,1611.2,1.7,1606,4.2,14.373,0.291,S0-a,,,,,-0.2,0.7,1.051,0.092,0.348,0.062,121.3,75.22,1.045,14.175,12.992,,,16.985,2.811,-17.892,,10.778,0.079,13.031,0.074,15.284,,,0.059,
UGC06637,G ,28.3738965,11.6735744,1834.5,5.3,1828.4,3,1843,3.5,14.581,0.321,E,,,,C,-4.1,1.2,0.882,0.05,0.249,0.025,68.3,90,0.885,14.461,13.787,,,15.908,1.447,-17.837,,11.797,0.089,13.828,0.049,15.631,,,0.034,
NGC3846A,G ,55.0349861,11.7374482,1428.1,3.5,1427.2,1.6,1451,7.6,14.096,0.277,IB,B,R,M,,9.6,0.7,1.287,0.057,0.098,0.047,46.53,41.48,1.288,13.854,13.284,,,15.385,1.53,-18.062,,11.565,0.298,13.31,0.207,15.049,,,0.114,
UGC06691,G ,60.6764178,11.7241727,1280.3,4.3,1283.9,11.1,1279,6.6,16.378,0.374,SABd,B,,,,7.9,0.5,1.034,0.075,0.355,0.067,110.79,80.85,1.028,15.637,15.543,,,15.54,-0.097,-16.117,,,,15.583,0.082,17.181,,,0.167,
NGC3838,G ,57.9481492,11.7371502,1299,60,1299,60,,,13.228,0.13,S0-a,,,,,-0.3,0.8,1.154,0.082,0.383,0.063,140.67,80.24,1.143,13.075,,0.339,0.821,,,-18.68,,9.38,0.049,,,13.638,12.318,,0.13,0.13
UGC06780,G ,-2.0323767,11.8140015,1718.7,3,1716.9,1.2,1728.1,2.9,13.948,0.086,SABc,B,,M,,6.4,1.1,1.01,0.048,0.21,0.028,17.17,53.02,1.01,13.475,13.629,,,13.945,0.47,-19.422,,13.25,0.139,13.669,0.526,15.555,,,0.216,
NGC3850,G ,55.8868963,11.7598908,1155,3.6,1158.9,5.9,1152,5.1,14.465,0.371,Sc,B,,,,5.5,0.9,1.233,0.038,0.397,0.028,124.49,68.92,1.224,13.709,12.626,,,15.188,1.479,-17.851,,11.93,0.1,12.656,0.657,15.835,,,0.093,
UGC06732,G ,58.9781127,11.7592079,3089.1,19.6,3089.1,19.6,,,13.806,0.104,E-S0,,R,,,-3,1.7,1.009,0.087,0.036,0.052,,27.43,1.018,13.673,12.529,0.319,0.689,,,-19.764,,10.201,0.054,12.567,0.077,14.912,13.066,12.874,0.031,0.104
UGC06776,G ,43.7217291,11.8099487,732,5.2,720.8,14.6,734,6.2,16.5,0.5,SBc,B,,,,6,0.4,0.65,0.078,0.3,0.028,37.52,61.59,0.647,15.873,,,,16.265,0.392,-14.821,,12.953,0.17,,,,,,,
UGC06774,G ,54.991811,11.8031464,2426.2,2.4,2427.2,2,2418.4,5.5,15.707,0.459,Sc,,,,,5.9,0.5,1.175,0.041,0.643,0.028,154.81,81.99,1.154,14.548,14.504,,,15.954,1.406,-18.899,,12.434,0.184,14.526,0.123,16.245,,,0.132,
UGC06840,G ,52.1079321,11.8686333,1032,9.9,1044.3,4.9,1017,5.4,14.451,0.149,SBm,B,R,M,,8.8,0.5,1.223,0.046,0.32,0.028,71.69,75.01,1.22,13.753,,-0.101,0.322,14.681,0.928,-17.569,,12.2,0.359,,,14.421,14.031,,0.149,0.149
UGC06850,G ,-2.4694281,11.8769923,1052.7,1.7,1052.1,2.4,1055.1,4.8,14.512,0.406,I,,,,,10,2,0.841,0.068,0.067,0.025,2.96,34.56,0.847,14.303,14.771,,0.197,15.641,1.338,-16.647,,12.98,0.1,14.808,0.151,15.036,14.272,,0.004,0.406
IC2978,G ,32.0383971,11.9397606,3226.9,3.4,3224.9,3.3,3234,6.1,15.362,0.271,SBcd,B,,M,,6.7,0.7,1.002,0.043,0.376,0.03,129.78,66.88,0.999,14.553,14.497,,,16.254,1.701,-18.911,,12.953,0.16,14.552,0.09,16.415,,,0.013,
UGC06912,G ,58.1992931,11.9371704,1305.2,6.3,1303.4,1.4,1347.5,6.6,14.688,0.625,I,,,,D,9.5,1.5,1.018,0.046,0.294,0.025,140.65,71.29,1.012,14.083,,,,14.685,0.602,-17.727,,,,,,,,,,
NGC3986,G ,32.021683,11.945614,3250.8,5.5,3246.3,2.9,3263,4.8,13.825,0.293,S0-a,B,,,,-0.7,1.6,1.395,0.031,0.676,0.032,109.19,90,1.38,13.645,11.948,,,14.891,1.246,-19.844,,9.016,0.055,12.006,0.071,15.385,,13.564,0.006,
UGC06919,G ,55.6331894,11.9437596,1292.4,5.5,1289.7,4.4,1309,10.9,15.225,0.262,SBcd,B,,,,7.3,1.8,1.207,0.036,0.52,0.025,87.5,90,1.192,14.224,13.828,,,17.147,2.923,-17.53,,11.757,0.28,13.855,0.091,16.315,,,0.036,
UGC06926,G ,57.5132123,11.9487368,1081.1,2.1,1081.6,3.1,1078.9,6.4,15.973,0.355,Sd,B,R,M,,8.1,0.5,0.956,0.056,0.394,0.028,92.61,90,0.955,15.096,15.198,,,14.928,-0.168,-16.358,,,,15.266,0.121,16.799,,,0.096,
